Experiment_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,Release
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,41.92439863,0.497058824
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,44.84536082,0.505882353
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,49.14089347,0.514705882
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,51.89003436,0.519117647
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,54.98281787,0.523529412
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,59.10652921,0.527941176
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,62.88659794,0.532352941
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,66.15120275,0.533823529
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,69.93127148,0.536764706
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,74.05498282,0.539705882
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,77.31958763,0.541176471
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,80.06872852,0.542647059
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,84.02061856,0.544117647
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,87.11340206,0.545588235
1,DEX-PEA,0,49000,0,262,12.42,0.2,0.153259949,422.5352113,0,392.467,94.83,6,1.8957,90.03436426,0.547058824
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,0.439986514,0.09120027
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,1.178354686,0.20976624
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,1.62293876,0.270571528
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,2.524520321,0.310115654
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,4.031600564,0.346640716
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,6.144179489,0.380146713
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,8.862257096,0.410633646
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,13.09017348,0.459408652
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,17.01786918,0.49297595
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,20.33776742,0.544759803
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,25.02222154,0.575313145
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,32.87531417,0.657645232
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,41.9463005,0.688346717
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,54.94038497,0.783010482
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,63.10197389,0.82583931
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,68.99466683,0.868591512
2,GEF-PLGA,1,44000,0,213,16.11,0.1,0.065507896,101.6949153,1,446.91,68.74,9,4.2756,79.7212346,0.954060157
3,GEF-PLGA,1,44000,0,213,16.11,0.1,0.032320495,1200,1,446.91,68.74,9,4.2756,0.301140195,0.009128711
3,GEF-PLGA,1,44000,0,213,16.11,0.1,0.032320495,1200,1,446.91,68.74,9,4.2756,0.400447496,0.352597111
3,GEF-PLGA,1,44000,0,213,16.11,0.1,0.032320495,1200,1,446.91,68.74,9,4.2756,0.526420646,0.519774617
3,GEF-PLGA,1,44000,0,213,16.11,0.1,0.032320495,1200,1,446.91,68.74,9,4.2756,0.965027892,0.620093382
3,GEF-PLGA,1,44000,0,213,16.11,0.1,0.032320495,1200,1,446.91,68.74,9,4.2756,1.088242506,0.805507877
3,GEF-PLGA,1,44000,0,213,16.11,0.1,0.032320495,1200,1,446.91,68.74,9,4.2756,2.122693557,0.966637038
3,GEF-PLGA,1,44000,0,213,16.11,0.1,0.032320495,1200,1,446.91,68.74,9,4.2756,2.87255563,1.009215554
3,GEF-PLGA,1,44000,0,213,16.11,0.1,0.032320495,1200,1,446.91,68.74,9,4.2756,4.988812603,1.018405566
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,0.429871881,0.158069229
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,0.705725495,0.334370339
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,1.293293692,0.449891702
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,1.736038742,0.522854983
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,2.778305646,0.632312675
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,3.22059094,0.708315454
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,5.328112548,0.775255931
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,6.36486238,0.921187601
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,7.867345062,0.988107644
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,10.58266413,1.036831566
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,13.45476001,1.049086618
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,17.23441427,1.061372321
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,20.41086863,1.061479597
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,33.11668608,1.061908703
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,55.35186661,1.062659638
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,63.21691289,1.065964772
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,69.11604242,1.066164
4,GEF-PLGA,1,44000,0,213,16.11,0.1,0.060415296,187.5,1,446.91,68.74,9,4.2756,80.15846258,1.067497415
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,1.051462024,0.048667729
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,2.564059339,0.048718813
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,4.832495556,0.051834937
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,6.341874579,0.073162508
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,8.147796236,0.134013772
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,9.959694722,0.15535156
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,12.97845277,0.198006702
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,17.20636915,0.246781708
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,20.07386747,0.289431742
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,25.21072151,0.329118903
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,33.21231533,0.429693087
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,42.11549071,0.569811398
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,54.80383743,0.685741433
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,63.10611169,0.798483827
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,68.98777049,0.914183984
5,GEF-PLGA,1,44000,0,213,16.11,0.1,0.075870992,85.71428571,1,446.91,68.74,9,4.2756,79.86559799,0.999657737
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,1.959020413,0.04869838
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,4.378256605,0.05485911
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,6.494513578,0.064049122
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,8.459051064,0.076273524
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,10.42404831,0.085458428
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,12.84098572,0.106816649
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,17.07212039,0.134315168
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,20.09455649,0.152654325
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,24.92935082,0.189291771
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,32.6334825,0.256421259
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,41.85710783,0.278009359
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,54.83510084,0.479055559
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,62.99301171,0.546200372
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,68.88570465,0.588952574
6,GEF-PLGA,1,44000,0,213,16.11,0.1,0.077660948,46.15384615,1,446.91,68.74,9,4.2756,79.45365659,0.72304808
7,THC-PCL,0,42500,0,200,9.34,0.1,0.0779586,120,0.1,314.469,29.46,2,5.7358,0.039761431,0.106666667
7,THC-PCL,0,42500,0,200,9.34,0.1,0.0779586,120,0.1,314.469,29.46,2,5.7358,0.994035785,0.333333333
7,THC-PCL,0,42500,0,200,9.34,0.1,0.0779586,120,0.1,314.469,29.46,2,5.7358,1.948310139,0.497777778
7,THC-PCL,0,42500,0,200,9.34,0.1,0.0779586,120,0.1,314.469,29.46,2,5.7358,2.982107356,0.622222222
7,THC-PCL,0,42500,0,200,9.34,0.1,0.0779586,120,0.1,314.469,29.46,2,5.7358,5.009940358,0.724444444
7,THC-PCL,0,42500,0,200,9.34,0.1,0.0779586,120,0.1,314.469,29.46,2,5.7358,6.998011928,0.782222222
7,THC-PCL,0,42500,0,200,9.34,0.1,0.0779586,120,0.1,314.469,29.46,2,5.7358,10.01988072,0.848888889
7,THC-PCL,0,42500,0,200,9.34,0.1,0.0779586,120,0.1,314.469,29.46,2,5.7358,12.96222664,0.884444444
7,THC-PCL,0,42500,0,200,9.34,0.1,0.0779586,120,0.1,314.469,29.46,2,5.7358,17.972167,0.902222222
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,0.119284294,0.057777778
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,1.073558648,0.226666667
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,1.988071571,0.342222222
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,3.021868787,0.44
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,5.009940358,0.64
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,6.998011928,0.831111111
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,10.01988072,0.946666667
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,13.00198807,0.995555556
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,16.02385686,0.995555556
8,CBD-PCL,0,42500,0,66.5,9.13,0.1,0.090156402,120,0.1,314.469,40.46,2,5.8465,19.96023857,0.995555556
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,0.087912088,0.005614554
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,0.131868132,0.030793856
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,0.307692308,0.053178194
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,0.967032967,0.123113861
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,1.230769231,0.139883646
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,2.021978022,0.190193
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,3.032967033,0.243272694
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,4,0.324369748
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,6.989010989,0.562046357
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,8,0.699159664
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,8.923076923,0.864296488
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,10.02197802,0.956579555
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,13.97802198,0.995241173
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,16,1.003361345
9,CAF-PLGA,1,46000,0,236,14,0.108404385,0.059,97.08737864,0,194.194,61.82,6,-1.0293,17.05494505,1.003513593
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,0.087912088,0.008415674
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,0.21978022,0.027980423
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,0.395604396,0.050364761
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,1.010989011,0.109102102
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,1.978021978,0.142580109
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,2.989010989,0.17885308
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,4,0.231932773
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,6.945054945,0.365974082
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,8.043956044,0.438649306
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,9.010989011,0.595376612
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,10.02197802,0.777307846
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,13.93406593,0.992446209
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,15.03296703,0.995093422
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,16.04395604,1.000554068
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,17.14285714,1.00070016
10,CAF-PLGA,1,46000,0,236,14,0.116131897,0.055,63.76195537,0,194.194,61.82,6,-1.0293,18.06593407,1.008071998
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,0.096336342,0.062326272
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,0.283440451,0.24117961
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,2.637833824,0.325084109
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,4.588783963,0.335836098
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,8.994083389,0.457588343
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,13.18889069,0.628130583
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,19.85837258,0.711840182
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,23.95489455,0.839026428
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,26.00942017,0.841643658
11,DEX-PLGA,1,13000,0,262,12.42,0.1,0.0764,300,0,392.467,94.83,6,1.8957,31.04341168,0.844126314
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,0.19796283,0.07316179
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,0.397596232,0.130063343
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,1.11260122,0.170681454
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,2.242186594,0.176050488
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,4.498851481,0.211178914
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,7.067078122,0.213772941
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,9.222951809,0.229935729
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,13.12039722,0.294800343
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,20.09642915,0.394756259
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,23.98385113,0.557182301
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,28.19063087,0.611192835
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,31.77178125,0.754662521
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,34.74345112,0.830409058
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,40.08454953,0.843717952
12,DEX-PLGA,1,28000,0,262,12.42,0.1,0.0825,300,0,392.467,94.83,6,1.8957,53.02925822,0.848553331
13,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.418,60,0.2,234.343,32.34,3,2.58374,0.165357359,0.380733945
13,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.418,60,0.2,234.343,32.34,3,2.58374,0.417513597,0.486238532
13,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.418,60,0.2,234.343,32.34,3,2.58374,0.790529034,0.600917431
13,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.418,60,0.2,234.343,32.34,3,2.58374,4.036971928,0.708715596
13,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.418,60,0.2,234.343,32.34,3,2.58374,7.157886063,0.768348624
13,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.418,60,0.2,234.343,32.34,3,2.58374,14.22787453,0.802752294
13,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.418,60,0.2,234.343,32.34,3,2.58374,21.17590507,0.818807339
13,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.418,60,0.2,234.343,32.34,3,2.58374,28.1228369,0.825688073
13,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.418,60,0.2,234.343,32.34,3,2.58374,56.02785255,0.832568807
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,0.120584519,0.006880734
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,0.245289238,0.048165138
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,0.506784596,0.231651376
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,0.752348514,0.282110092
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,4.378124485,0.55733945
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,7.276822502,0.76146789
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,14.47700928,0.883027523
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,21.31049827,0.94266055
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,28.37828929,0.958715596
14,LDC-PLGA,2.333333333,10000,0,68.5,13.78,1,0.05,1200,0.2,234.343,32.34,3,2.58374,56.16629127,0.98853211
15,ETC-PCL,0,10000,0,136.5,19.69,0.033333333,0.027142718,369.00369,0,358.85,59.92,6,4.17592,0.088142707,0.005456453
15,ETC-PCL,0,10000,0,136.5,19.69,0.033333333,0.027142718,369.00369,0,358.85,59.92,6,4.17592,0.997659214,0.243078537
15,ETC-PCL,0,10000,0,136.5,19.69,0.033333333,0.027142718,369.00369,0,358.85,59.92,6,4.17592,2.051255146,0.355004439
15,ETC-PCL,0,10000,0,136.5,19.69,0.033333333,0.027142718,369.00369,0,358.85,59.92,6,4.17592,2.973363468,0.450548874
15,ETC-PCL,0,10000,0,136.5,19.69,0.033333333,0.027142718,369.00369,0,358.85,59.92,6,4.17592,3.945839051,0.47778271
15,ETC-PCL,0,10000,0,136.5,19.69,0.033333333,0.027142718,369.00369,0,358.85,59.92,6,4.17592,5.051255146,0.505004439
15,ETC-PCL,0,10000,0,136.5,19.69,0.033333333,0.027142718,369.00369,0,358.85,59.92,6,4.17592,5.979901526,0.526777787
